Daily / Cumulative,Indicator,Date,Event,region,City,Cases
Cumulative,Recoveries,4/4/2020,Jeddah areas lockdown - 24 h curfew,Mecca,Mecca,114
Cumulative,Recoveries,4/5/2020,,Northern Borders,Arar,2
Cumulative,Recoveries,4/5/2020,,Mecca,Mecca,114
Cumulative,Recoveries,4/5/2020,,Total,Total,488
Cumulative,Recoveries,4/5/2020,,Asir,Bisha,12
Cumulative,Recoveries,4/5/2020,,Mecca,Al Qunfudhah,1
Cumulative,Recoveries,4/5/2020,,Mecca,Jeddah,123
Cumulative,Recoveries,4/5/2020,,Jazan,Jazan,13
Cumulative,Recoveries,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Eastern Region,Hufof,3
Cumulative,Recoveries,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Mecca,Taif,13
Cumulative,Recoveries,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Mecca,Al Qunfudhah,1
Cumulative,Recoveries,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Eastern Region,Khobar,1
Cumulative,Recoveries,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Eastern Region,Dahran,1
Cumulative,Recoveries,4/7/2020,,Northern Borders,Arar,2
Cumulative,Recoveries,4/7/2020,,Mecca,Mecca,114
Cumulative,Recoveries,4/7/2020,,Mecca,Jeddah,125
Cumulative,Recoveries,4/8/2020,,Eastern Region,Hufof,6
Cumulative,Recoveries,4/8/2020,,Al Bahah,Al Bahah,4
Cumulative,Recoveries,4/8/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,4/8/2020,,Total,Total,666
Cumulative,Recoveries,4/8/2020,,Asir,Bisha,12
Cumulative,Recoveries,4/8/2020,,Medina,Medina,4
Cumulative,Recoveries,4/9/2020,,Northern Borders,Arar,2
Cumulative,Recoveries,4/9/2020,,Asir,Khamis Mushait,1
Cumulative,Recoveries,4/9/2020,,Asir,Bisha,12
Cumulative,Recoveries,4/9/2020,,Mecca,Al Qunfudhah,1
Cumulative,Recoveries,4/9/2020,,Jazan,Jazan,13
Cumulative,Recoveries,4/9/2020,,Eastern Region,Dahran,7
Cumulative,Recoveries,4/10/2020,,Eastern Region,Hufof,7
Cumulative,Recoveries,4/10/2020,,Riyadh,Riyadh,291
Cumulative,Recoveries,4/10/2020,,Najran,Najran,16
Cumulative,Recoveries,4/11/2020,,Northern Borders,Arar,2
Cumulative,Recoveries,4/11/2020,,Eastern Region,Qatif,40
Cumulative,Recoveries,4/11/2020,,Al Bahah,Al Bahah,4
Cumulative,Recoveries,4/11/2020,,Asir,Abha,11
Cumulative,Recoveries,4/12/2020,,Riyadh,Riyadh,323
Cumulative,Recoveries,4/12/2020,,Eastern Region,Jubail,1
Cumulative,Recoveries,4/12/2020,,Asir,Khamis Mushait,1
Cumulative,Recoveries,4/12/2020,,Total,Total,805
Cumulative,Recoveries,4/13/2020,,Riyadh,Riyadh,383
Cumulative,Recoveries,4/13/2020,,Eastern Region,Qatif,63
Cumulative,Recoveries,4/13/2020,,Al Bahah,Al Bahah,4
Cumulative,Recoveries,4/13/2020,,Eastern Region,Dammam,44
Cumulative,Recoveries,4/13/2020,,Asir,Bisha,12
Cumulative,Recoveries,4/13/2020,,Najran,Najran,16
Cumulative,Recoveries,4/13/2020,,Jazan,Jazan,13
Cumulative,Recoveries,4/14/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,4/14/2020,,Eastern Region,Dahran,9
Cumulative,Recoveries,4/15/2020,,Riyadh,Riyadh,403
Cumulative,Recoveries,4/15/2020,,Al Bahah,Al Bahah,14
Cumulative,Recoveries,4/15/2020,,Asir,Abha,11
Cumulative,Recoveries,4/15/2020,,Eastern Region,Khobar,7
Cumulative,Recoveries,4/15/2020,,Eastern Region,Dahran,13
Cumulative,Recoveries,4/16/2020,,Riyadh,Riyadh,431
Cumulative,Recoveries,4/16/2020,,Tabuk,Tabuk,6
Cumulative,Recoveries,4/16/2020,,Asir,Abha,11
Cumulative,Recoveries,4/16/2020,,Najran,Najran,20
Cumulative,Recoveries,4/16/2020,,Medina,Medina,11
Cumulative,Recoveries,4/17/2020,,Northern Borders,Arar,2
Cumulative,Recoveries,4/17/2020,,Al Bahah,Al Bahah,14
Cumulative,Recoveries,4/17/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,4/17/2020,,Eastern Region,Jubail,1
Cumulative,Recoveries,4/17/2020,,Mecca,Al Qunfudhah,1
Cumulative,Recoveries,4/17/2020,,Najran,Najran,23
Cumulative,Recoveries,4/17/2020,,Jazan,Jazan,13
Cumulative,Recoveries,4/17/2020,,Eastern Region,Ras Tanura,2
Cumulative,Recoveries,4/18/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,4/18/2020,,Eastern Region,Jubail,2
Cumulative,Recoveries,4/18/2020,,Total,Total,1398
Cumulative,Recoveries,4/18/2020,,Mecca,Jeddah,221
Cumulative,Recoveries,4/19/2020,,Eastern Region,Dammam,72
Cumulative,Recoveries,4/20/2020,,Eastern Region,Hufof,23
Cumulative,Recoveries,4/20/2020,,Riyadh,Riyadh,590
Cumulative,Recoveries,4/20/2020,,Al Bahah,Al Bahah,14
Cumulative,Recoveries,4/20/2020,,Eastern Region,Dammam,85
Cumulative,Recoveries,4/20/2020,,Najran,Najran,23
Cumulative,Recoveries,4/20/2020,,Eastern Region,Hafr Al Batin,1
Cumulative,Recoveries,4/20/2020,,Eastern Region,Ras Tanura,5
Cumulative,Recoveries,4/20/2020,,Medina,Medina,32
Cumulative,Recoveries,4/21/2020,,Asir,Abha,37
Cumulative,Recoveries,4/21/2020,,Asir,Khamis Mushait,15
Cumulative,Recoveries,4/21/2020,,Mecca,Al Qunfudhah,3
Cumulative,Recoveries,4/21/2020,,Eastern Region,Khobar,22
Cumulative,Recoveries,4/21/2020,,Asir,Ahad Rafidah,2
Cumulative,Recoveries,4/22/2020,,Riyadh,Riyadh,671
Cumulative,Recoveries,4/22/2020,,Mecca,Mecca,369
Cumulative,Recoveries,4/22/2020,,Eastern Region,Dammam,123
Cumulative,Recoveries,4/22/2020,,Asir,Khamis Mushait,17
Cumulative,Recoveries,4/22/2020,,Najran,Najran,25
Cumulative,Recoveries,4/22/2020,,Mecca,Jeddah,263
Cumulative,Recoveries,4/22/2020,,Asir,Muhayil Aseer,1
Cumulative,Recoveries,4/23/2020,,Najran,Sharorah,4
Cumulative,Recoveries,4/23/2020,,Mecca,Al Qunfudhah,3
Cumulative,Recoveries,4/23/2020,,Eastern Region,Ras Tanura,6
Cumulative,Recoveries,4/24/2020,,Tabuk,Tabuk,32
Cumulative,Recoveries,4/24/2020,,Al Jouf,Sakakah,1
Cumulative,Recoveries,4/24/2020,,Eastern Region,Jubail,6
Cumulative,Recoveries,4/24/2020,,Jazan,Jazan,24
Cumulative,Recoveries,4/24/2020,,Asir,Ahad Rafidah,2
Cumulative,Recoveries,4/24/2020,,Eastern Region,Ras Tanura,7
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Qassim,Buraydah,22
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Tabuk,Tabuk,32
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Asir,Abha,39
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Eastern Region,Jubail,6
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Asir,Khamis Mushait,18
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Asir,Bisha,15
Cumulative,Recoveries,4/25/2020,Partial lifting of curfew in all cities except Makkah,Eastern Region,Khobar,33
Cumulative,Recoveries,4/26/2020,,Hail,Ha'il,2
Cumulative,Recoveries,4/26/2020,,Mecca,Taif,21
Cumulative,Recoveries,4/26/2020,,Qassim,Buraydah,24
Cumulative,Recoveries,4/26/2020,,Riyadh,Riyadh,782
Cumulative,Recoveries,4/26/2020,,Mecca,Mecca,472
Cumulative,Recoveries,4/26/2020,,Tabuk,Tabuk,32
Cumulative,Recoveries,4/26/2020,,Total,Total,2531
Cumulative,Recoveries,4/26/2020,,Najran,Najran,26
Cumulative,Recoveries,4/26/2020,,Jazan,Sabya,3
Cumulative,Recoveries,4/26/2020,,Jazan,Baish,1
Cumulative,Recoveries,4/27/2020,,Mecca,Taif,75
Cumulative,Recoveries,4/27/2020,,Al Jouf,Sakakah,1
Cumulative,Recoveries,4/27/2020,,Qassim,Al Bukayriyah,1
Cumulative,Recoveries,4/27/2020,,Asir,Muhayil Aseer,1
Cumulative,Recoveries,4/27/2020,,Qassim,Al Badayea,1
Cumulative,Recoveries,4/27/2020,,Eastern Region,Dahran,36
Cumulative,Recoveries,4/28/2020,,Northern Borders,Arar,7
Cumulative,Recoveries,4/28/2020,,Riyadh,Riyadh,860
Cumulative,Recoveries,4/28/2020,,Mecca,Mecca,518
Cumulative,Recoveries,4/28/2020,,Asir,Abha,39
Cumulative,Recoveries,4/28/2020,,Mecca,Al Qunfudhah,11
Cumulative,Recoveries,4/28/2020,,Najran,Najran,26
Cumulative,Recoveries,4/28/2020,,Asir,Muhayil Aseer,1
Cumulative,Recoveries,4/28/2020,,Jazan,Jazan,24
Cumulative,Recoveries,4/28/2020,,Qassim,Al Badayea,1
Cumulative,Recoveries,4/28/2020,,Eastern Region,Dahran,36
Cumulative,Recoveries,4/29/2020,,Qassim,Uqlat as Suqur,1
Cumulative,Recoveries,4/29/2020,,Al Bahah,Al Makhwa,6
Cumulative,Recoveries,4/29/2020,,Al Jouf,Sakakah,4
Cumulative,Recoveries,4/29/2020,,Eastern Region,Dammam,148
Cumulative,Recoveries,4/29/2020,,Eastern Region,Al Jafr,3
Cumulative,Recoveries,4/29/2020,,Mecca,Jeddah,507
Cumulative,Recoveries,4/29/2020,,Eastern Region,Bqeeq,1
Cumulative,Recoveries,4/29/2020,,Jazan,Sabya,3
Cumulative,Recoveries,4/29/2020,,Tabuk,Qurayyat,2
Cumulative,Recoveries,4/30/2020,,Hail,Ha'il,2
Cumulative,Recoveries,4/30/2020,,Eastern Region,Hufof,125
Cumulative,Recoveries,4/30/2020,,Mecca,Mecca,576
Cumulative,Recoveries,4/30/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,4/30/2020,,Asir,Khamis Mushait,30
Cumulative,Recoveries,4/30/2020,,Total,Total,3555
Cumulative,Recoveries,4/30/2020,,Najran,Najran,26
Cumulative,Recoveries,4/30/2020,,Mecca,Jeddah,507
Cumulative,Recoveries,4/30/2020,,Eastern Region,Bqeeq,2
Cumulative,Recoveries,4/30/2020,,Eastern Region,Ras Tanura,13
Cumulative,Recoveries,4/30/2020,,Eastern Region,Khafji,14
Cumulative,Recoveries,4/30/2020,,Eastern Region,Dahran,36
Cumulative,Recoveries,5/1/2020,,Medina,Yanbu,2
Cumulative,Recoveries,5/1/2020,,Eastern Region,Hufof,138
Cumulative,Recoveries,5/1/2020,,Qassim,Buraydah,26
Cumulative,Recoveries,5/1/2020,,Najran,Sharorah,5
Cumulative,Recoveries,5/1/2020,,Eastern Region,Qatif,210
Cumulative,Recoveries,5/1/2020,,Al Jouf,Sakakah,4
Cumulative,Recoveries,5/1/2020,,Mecca,Al Qunfudhah,11
Cumulative,Recoveries,5/2/2020,,Mecca,Taif,90
Cumulative,Recoveries,5/2/2020,,Tabuk,Tabuk,101
Cumulative,Recoveries,5/2/2020,,Asir,Abha,39
Cumulative,Recoveries,5/2/2020,,Eastern Region,Jubail,11
Cumulative,Recoveries,5/2/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,5/2/2020,,Asir,Khamis Mushait,32
Cumulative,Recoveries,5/2/2020,,Total,Total,4134
Cumulative,Recoveries,5/2/2020,,Mecca,Al Qunfudhah,11
Cumulative,Recoveries,5/2/2020,,Eastern Region,Hafr Al Batin,1
Cumulative,Recoveries,5/2/2020,,Eastern Region,Ras Tanura,13
Cumulative,Recoveries,5/3/2020,,Hail,Ha'il,2
Cumulative,Recoveries,5/3/2020,,Medina,Yanbu,2
Cumulative,Recoveries,5/3/2020,,Qassim,Ar Rass,4
Cumulative,Recoveries,5/3/2020,,Qassim,Unayzah,7
Cumulative,Recoveries,5/3/2020,,Mecca,Mecca,750
Cumulative,Recoveries,5/3/2020,,Asir,Abha,39
Cumulative,Recoveries,5/3/2020,,Eastern Region,Jubail,11
Cumulative,Recoveries,5/3/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,5/3/2020,,Jazan,Sabya,3
Cumulative,Recoveries,5/3/2020,,Eastern Region,Hafr Al Batin,1
Cumulative,Recoveries,5/3/2020,,Eastern Region,Saihat,2
Cumulative,Recoveries,5/3/2020,,Jazan,Jazan,24
Cumulative,Recoveries,5/3/2020,,Tabuk,Al Wajh,1
Cumulative,Recoveries,5/3/2020,,Qassim,Al Badayea,1
Cumulative,Recoveries,5/3/2020,,Eastern Region,Ras Tanura,14
Cumulative,Recoveries,5/4/2020,,Mecca,Taif,97
Cumulative,Recoveries,5/4/2020,,Qassim,Ar Rass,4
Cumulative,Recoveries,5/4/2020,,Riyadh,Riyadh,1407
Cumulative,Recoveries,5/4/2020,,Eastern Region,Al Mubarraz,2
Cumulative,Recoveries,5/4/2020,,Eastern Region,Jubail,27
Cumulative,Recoveries,5/4/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,5/4/2020,,Asir,Khamis Mushait,37
Cumulative,Recoveries,5/4/2020,,Asir,Muhayil Aseer,3
Cumulative,Recoveries,5/4/2020,,Eastern Region,Hafr Al Batin,1
Cumulative,Recoveries,5/4/2020,,Eastern Region,Saihat,2
Cumulative,Recoveries,5/4/2020,,Asir,Thurayban,2
Cumulative,Recoveries,5/4/2020,,Tabuk,Qurayyat,2
Cumulative,Recoveries,5/4/2020,,Eastern Region,Ras Tanura,16
Cumulative,Recoveries,5/4/2020,,Eastern Region,Khafji,14
Cumulative,Recoveries,5/4/2020,,Eastern Region,Dahran,45
Cumulative,Recoveries,5/5/2020,,Riyadh,Riyadh,1852
Cumulative,Recoveries,5/5/2020,,Tabuk,Tabuk,119
Cumulative,Recoveries,5/5/2020,,Eastern Region,Dammam,362
Cumulative,Recoveries,5/5/2020,,Asir,Bisha,22
Cumulative,Recoveries,5/5/2020,,Eastern Region,Hafr Al Batin,1
Cumulative,Recoveries,5/5/2020,,Jazan,Jazan,24
Cumulative,Recoveries,5/5/2020,,Tabuk,Qurayyat,2
Cumulative,Recoveries,5/5/2020,,Northern Borders,Rafha,1
Cumulative,Recoveries,5/5/2020,,Eastern Region,Ras Tanura,16
Cumulative,Recoveries,5/5/2020,,Eastern Region,Dahran,48
Cumulative,Recoveries,5/6/2020,,Qassim,Unayzah,17
Cumulative,Recoveries,5/6/2020,,Al Bahah,Al Bahah,28
Cumulative,Recoveries,5/6/2020,,Mecca,Mecca,1778
Cumulative,Recoveries,5/6/2020,,Eastern Region,Jubail,42
Cumulative,Recoveries,5/6/2020,,Riyadh,Kharj,19
Cumulative,Recoveries,5/6/2020,,Asir,Khamis Mushait,40
Cumulative,Recoveries,5/6/2020,,Mecca,Jeddah,1362
Cumulative,Recoveries,5/6/2020,,Asir,Muhayil Aseer,4
Cumulative,Recoveries,5/6/2020,,Mecca,Alqarei,1
Cumulative,Recoveries,5/6/2020,,Asir,Thurayban,4
Cumulative,Recoveries,5/6/2020,,Tabuk,Qurayyat,2
Cumulative,Recoveries,5/6/2020,,Asir,Ahad Rafidah,2
Cumulative,Recoveries,5/6/2020,,Medina,Medina,1016
Cumulative,Recoveries,5/7/2020,,Medina,Yanbu,28
Cumulative,Recoveries,5/7/2020,,Najran,Sharorah,6
Cumulative,Recoveries,5/7/2020,,Al Bahah,Al Makhwa,12
Cumulative,Recoveries,5/7/2020,,Al Jouf,Domat Al Jandal,1
Cumulative,Recoveries,5/7/2020,,Riyadh,Riyadh,2113
Cumulative,Recoveries,5/7/2020,,Eastern Region,Qatif,213
Cumulative,Recoveries,5/7/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,5/7/2020,,Asir,Khamis Mushait,42
Cumulative,Recoveries,5/7/2020,,Mecca,Al Qunfudhah,11
Cumulative,Recoveries,5/7/2020,,Mecca,Maisan,2
Cumulative,Recoveries,5/7/2020,,Eastern Region,Khobar,54
Cumulative,Recoveries,5/7/2020,,Asir,Muhayil Aseer,4
Cumulative,Recoveries,5/7/2020,,Eastern Region,Saihat,2
Cumulative,Recoveries,5/7/2020,,Eastern Region,Dahran,49
Cumulative,Recoveries,5/8/2020,,Al Jouf,Tabarjal,1
Cumulative,Recoveries,5/8/2020,,Najran,Sharorah,6
Cumulative,Recoveries,5/8/2020,,Qassim,Uqlat as Suqur,1
Cumulative,Recoveries,5/8/2020,,Qassim,Unayzah,25
Cumulative,Recoveries,5/8/2020,,Mecca,Mecca,2655
Cumulative,Recoveries,5/8/2020,,Qassim,Al Mithnab,7
Cumulative,Recoveries,5/8/2020,,Eastern Region,Al Jafr,4
Cumulative,Recoveries,5/8/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,5/8/2020,,Najran,Najran,29
Cumulative,Recoveries,5/8/2020,,Mecca,Alqarei,1
Cumulative,Recoveries,5/8/2020,,Northern Borders,Rafha,2
Cumulative,Recoveries,5/9/2020,,Al Bahah,Al Makhwa,14
Cumulative,Recoveries,5/9/2020,,Riyadh,Riyadh,2423
Cumulative,Recoveries,5/9/2020,,Eastern Region,Dammam,535
Cumulative,Recoveries,5/9/2020,,Mecca,Umm Aldoom,1
Cumulative,Recoveries,5/9/2020,,Eastern Region,Jubail,166
Cumulative,Recoveries,5/9/2020,,Mecca,Maisan,2
Cumulative,Recoveries,5/9/2020,,Jazan,Sabya,5
Cumulative,Recoveries,5/9/2020,,Al Bahah,Al Aqiq,1
Cumulative,Recoveries,5/9/2020,,Tabuk,Al Wajh,2
Cumulative,Recoveries,5/9/2020,,Northern Borders,Rafha,2
Cumulative,Recoveries,5/9/2020,,Medina,Medina,1374
Cumulative,Recoveries,5/9/2020,,Mecca,Al Muwayh,3
Cumulative,Recoveries,5/10/2020,,Asir,Sabt Al Alayah,7
Cumulative,Recoveries,5/10/2020,,Eastern Region,Hufof,642
Cumulative,Recoveries,5/10/2020,,Mecca,Taif,180
Cumulative,Recoveries,5/10/2020,,Qassim,Buraydah,80
Cumulative,Recoveries,5/10/2020,,Qassim,Ar Rass,4
Cumulative,Recoveries,5/10/2020,,Al Bahah,Al Makhwa,14
Cumulative,Recoveries,5/10/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,5/10/2020,,Eastern Region,Khobar,171
Cumulative,Recoveries,5/10/2020,,Mecca,Jeddah,2108
Cumulative,Recoveries,5/10/2020,,Mecca,Alqarei,2
Cumulative,Recoveries,5/10/2020,,Jazan,Jazan,24
Cumulative,Recoveries,5/10/2020,,Al Bahah,Baljurashi,4
Cumulative,Recoveries,5/10/2020,,Mecca,Alhada,3
Cumulative,Recoveries,5/10/2020,,Qassim,Al Badayea,1
Cumulative,Recoveries,5/10/2020,,Mecca,Al Muwayh,3
Cumulative,Recoveries,5/11/2020,,Hail,Ha'il,18
Cumulative,Recoveries,5/11/2020,,Medina,Yanbu,32
Cumulative,Recoveries,5/11/2020,,Medina,Al Ula,1
Cumulative,Recoveries,5/11/2020,,Jazan,Sabya,5
Cumulative,Recoveries,5/11/2020,,Asir,Muhayil Aseer,6
Cumulative,Recoveries,5/11/2020,,Jazan,Al Tuwal,3
Cumulative,Recoveries,5/11/2020,,Mecca,Alqarei,2
Cumulative,Recoveries,5/11/2020,,Asir,Thurayban,4
Cumulative,Recoveries,5/11/2020,,Al Bahah,Baljurashi,4
Cumulative,Recoveries,5/11/2020,,Tabuk,Al Wajh,3
Cumulative,Recoveries,5/11/2020,,Medina,Medina,1622
Cumulative,Recoveries,5/12/2020,,Hail,Ha'il,18
Cumulative,Recoveries,5/12/2020,,Qassim,Buraydah,80
Cumulative,Recoveries,5/12/2020,,Riyadh,Riyadh,5063
Cumulative,Recoveries,5/12/2020,,Medina,Al Ula,1
Cumulative,Recoveries,5/12/2020,,Eastern Region,Jubail,225
Cumulative,Recoveries,5/12/2020,,Riyadh,Kharj,19
Cumulative,Recoveries,5/12/2020,,Jazan,Samtah,7
Cumulative,Recoveries,5/12/2020,,Najran,Najran,31
Cumulative,Recoveries,5/12/2020,,Eastern Region,Bqeeq,2
Cumulative,Recoveries,5/12/2020,,Al Bahah,Al Aqiq,1
Cumulative,Recoveries,5/12/2020,,Medina,Al Ais,1
Cumulative,Recoveries,5/12/2020,,Jazan,Jazan,24
Cumulative,Recoveries,5/12/2020,,Asir,Thurayban,4
Cumulative,Recoveries,5/12/2020,,Mecca,Alhada,3
Cumulative,Recoveries,5/12/2020,,Eastern Region,Dahran,78
Cumulative,Recoveries,5/12/2020,,Asir,Al Majarda,32
Cumulative,Recoveries,5/13/2020,,Mecca,Turbah,1
Cumulative,Recoveries,5/13/2020,,Northern Borders,Arar,25
Cumulative,Recoveries,5/13/2020,,Qassim,Uqlat as Suqur,1
Cumulative,Recoveries,5/13/2020,,Al Jouf,Domat Al Jandal,1
Cumulative,Recoveries,5/13/2020,,Al Bahah,Al Bahah,34
Cumulative,Recoveries,5/13/2020,,Medina,Al Ula,1
Cumulative,Recoveries,5/13/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,5/13/2020,,Eastern Region,Jubail,328
Cumulative,Recoveries,5/13/2020,,Mecca,Qiya,1
Cumulative,Recoveries,5/13/2020,,Jazan,Samtah,7
Cumulative,Recoveries,5/13/2020,,Eastern Region,Bqeeq,3
Cumulative,Recoveries,5/13/2020,,Asir,Muhayil Aseer,7
Cumulative,Recoveries,5/13/2020,,Jazan,Al Tuwal,3
Cumulative,Recoveries,5/13/2020,,Eastern Region,Saihat,2
Cumulative,Recoveries,5/13/2020,,Asir,Thurayban,4
Cumulative,Recoveries,5/13/2020,,Tabuk,Al Wajh,3
Cumulative,Recoveries,5/13/2020,,Mecca,Alhada,15
Cumulative,Recoveries,5/13/2020,,Tabuk,Qurayyat,28
Cumulative,Recoveries,5/13/2020,,Jazan,Baish,190
Cumulative,Recoveries,5/13/2020,,Northern Borders,Rafha,2
Cumulative,Recoveries,5/13/2020,,Eastern Region,Ras Tanura,16
Cumulative,Recoveries,5/13/2020,,Eastern Region,Khafji,15
Cumulative,Recoveries,5/13/2020,,Asir,Al Majarda,32
Cumulative,Recoveries,5/14/2020,,Mecca,Adham,2
Cumulative,Recoveries,5/14/2020,,Northern Borders,Arar,29
Cumulative,Recoveries,5/14/2020,,Qassim,Ar Rass,4
Cumulative,Recoveries,5/14/2020,,Al Jouf,Domat Al Jandal,2
Cumulative,Recoveries,5/14/2020,,Mecca,Mecca,5027
Cumulative,Recoveries,5/14/2020,,Eastern Region,Al Mubarraz,2
Cumulative,Recoveries,5/14/2020,,Eastern Region,Nairyah,1
Cumulative,Recoveries,5/14/2020,,Asir,Bisha,50
Cumulative,Recoveries,5/14/2020,,Al Bahah,Al Aqiq,1
Cumulative,Recoveries,5/14/2020,,Al Bahah,Al Mandaq,6
Cumulative,Recoveries,5/14/2020,,Tabuk,Al Wajh,3
Cumulative,Recoveries,5/14/2020,,Tabuk,Qurayyat,28
Cumulative,Recoveries,5/14/2020,,Jazan,Baish,494
Cumulative,Recoveries,5/14/2020,,Northern Borders,Rafha,2
Cumulative,Recoveries,5/14/2020,,Jazan,Addarb,1
Cumulative,Recoveries,5/14/2020,,Asir,Al Majarda,42
Cumulative,Recoveries,5/15/2020,,Mecca,Rabigh,1
Cumulative,Recoveries,5/15/2020,,Riyadh,Wadi Addawasir,1
Cumulative,Recoveries,5/15/2020,,Medina,Yanbu,79
Cumulative,Recoveries,5/15/2020,,Northern Borders,Arar,29
Cumulative,Recoveries,5/15/2020,,Tabuk,Tabuk,163
Cumulative,Recoveries,5/15/2020,,Asir,Abha,44
Cumulative,Recoveries,5/15/2020,,Al Jouf,Al Hadithah Border Station,1
Cumulative,Recoveries,5/15/2020,,Jazan,Samtah,7
Cumulative,Recoveries,5/15/2020,,Eastern Region,Khobar,290
Cumulative,Recoveries,5/15/2020,,Mecca,Alqarei,3
Cumulative,Recoveries,5/15/2020,,Jazan,Baish,494
Cumulative,Recoveries,5/15/2020,,Qassim,Al Badayea,1
Cumulative,Recoveries,5/15/2020,,Eastern Region,Ras Tanura,16
Cumulative,Recoveries,5/15/2020,,Mecca,Khulais,2
Cumulative,Recoveries,5/15/2020,,Medina,Medina,2966
Cumulative,Recoveries,5/16/2020,,Riyadh,Sajer,9
Cumulative,Recoveries,5/16/2020,,Hail,Al Shamly,1
Cumulative,Recoveries,5/16/2020,,Mecca,Qiya,1
Cumulative,Recoveries,5/16/2020,,Riyadh,Al Duwadimi,1
Cumulative,Recoveries,5/16/2020,,Riyadh,Diriyah,31
Cumulative,Recoveries,5/16/2020,,Riyadh,Dhurma,6
Cumulative,Recoveries,5/16/2020,,Eastern Region,Bqeeq,23
Cumulative,Recoveries,5/16/2020,,Jazan,Sabya,9
Cumulative,Recoveries,5/16/2020,,Eastern Region,Khafji,16
Cumulative,Recoveries,5/16/2020,,Eastern Region,Dahran,87
Cumulative,Recoveries,5/16/2020,,Jazan,Aridah,11
Cumulative,Recoveries,5/16/2020,,Mecca,Al Muwayh,4
Cumulative,Recoveries,5/17/2020,,Hail,Ha'il,36
Cumulative,Recoveries,5/17/2020,,Riyadh,Al Majmaah,4
Cumulative,Recoveries,5/17/2020,,Al Jouf,Tabarjal,3
Cumulative,Recoveries,5/17/2020,,Medina,Yanbu,119
Cumulative,Recoveries,5/17/2020,,Mecca,Taif,328
Cumulative,Recoveries,5/17/2020,,Najran,Sharorah,6
Cumulative,Recoveries,5/17/2020,,Qassim,Ar Rass,6
Cumulative,Recoveries,5/17/2020,,Qassim,Al Hanakia,2
Cumulative,Recoveries,5/17/2020,,Eastern Region,Qatif,256
Cumulative,Recoveries,5/17/2020,,Mecca,Mecca,6955
Cumulative,Recoveries,5/17/2020,,Al Jouf,Sakakah,8
Cumulative,Recoveries,5/17/2020,,Riyadh,Kharj,58
Cumulative,Recoveries,5/17/2020,,Mecca,Qiya,1
Cumulative,Recoveries,5/17/2020,,Jazan,Abu Arish,6
Cumulative,Recoveries,5/17/2020,,Mecca,Maisan,2
Cumulative,Recoveries,5/17/2020,,Najran,Najran,31
Cumulative,Recoveries,5/17/2020,,Eastern Region,Khobar,348
Cumulative,Recoveries,5/17/2020,,Mecca,Alqarei,4
Cumulative,Recoveries,5/17/2020,,Hail,Al Ghazalah,1
Cumulative,Recoveries,5/17/2020,,Jazan,Jazan,59
Cumulative,Recoveries,5/17/2020,,Asir,Thurayban,5
Cumulative,Recoveries,5/17/2020,,Jazan,Baish,527
Cumulative,Recoveries,5/17/2020,,Mecca,Al Muzaylif,3
Cumulative,Recoveries,5/17/2020,,Qassim,Al Badayea,2
Cumulative,Recoveries,5/17/2020,,Mecca,Dhalm,1
Cumulative,Recoveries,5/17/2020,,Jazan,Aridah,11
Cumulative,Recoveries,5/18/2020,,Riyadh,Thadiq,2
Cumulative,Recoveries,5/18/2020,,Al Jouf,Tabarjal,3
Cumulative,Recoveries,5/18/2020,,Qassim,Buraydah,123
Cumulative,Recoveries,5/18/2020,,Qassim,Unayzah,57
Cumulative,Recoveries,5/18/2020,,Al Bahah,Al Makhwa,16
